date,team1,team2,score1,score2,win,lose,pre_win,pre_lose,pre_probability
2019/8/8,SFG,PHI,5,0,SFG,PHI,PHI,SFG,0.545604997
2019/8/8,SDP,COL,9,3,SDP,COL,COL,SDP,0.585169276
2019/8/9,CHW,OAK,0,7,OAK,CHW,OAK,CHW,0.600157695
2019/8/9,BAL,HOU,2,3,HOU,BAL,BAL,HOU,0.514440295
2019/8/9,TOR,NYY,8,2,TOR,NYY,NYY,TOR,0.611340429
2019/8/9,BOS,LAA,16,4,BOS,LAA,LAA,BOS,0.510987709
2019/8/9,CIN,CHC,5,2,CIN,CHC,CHC,CIN,0.56698148
2019/8/9,DET,KCR,5,2,DET,KCR,DET,KCR,0.502847345
2019/8/9,MIA,ATL,4,8,ATL,MIA,ATL,MIA,0.57929469
2019/8/9,NYM,WSN,7,6,NYM,WSN,WSN,NYM,0.557653344
2019/8/9,MIL,TEX,6,5,MIL,TEX,TEX,MIL,0.547855375
2019/8/9,MIN,CLE,2,6,CLE,MIN,CLE,MIN,0.555809704
2019/8/9,STL,PIT,6,2,STL,PIT,STL,PIT,0.539759184
2019/8/9,LAD,ARI,2,3,ARI,LAD,LAD,ARI,0.508664162
2019/8/9,SDP,COL,7,1,SDP,COL,COL,SDP,0.585169276
2019/8/9,SEA,TBR,3,5,TBR,SEA,TBR,SEA,0.59848216
2019/8/9,SFG,PHI,6,9,PHI,SFG,PHI,SFG,0.545604997
2019/8/10,TOR,NYY,5,4,TOR,NYY,NYY,TOR,0.611340429
2019/8/10,BOS,LAA,4,12,LAA,BOS,LAA,BOS,0.510987709
2019/8/10,SFG,PHI,3,1,SFG,PHI,PHI,SFG,0.545604997
2019/8/10,DET,KCR,0,7,KCR,DET,DET,KCR,0.502847345
2019/8/10,MIA,ATL,7,6,MIA,ATL,ATL,MIA,0.57929469
2019/8/10,BAL,HOU,2,23,HOU,BAL,BAL,HOU,0.514440295
2019/8/10,CHW,OAK,3,2,CHW,OAK,OAK,CHW,0.600157695
2019/8/10,CIN,CHC,10,1,CIN,CHC,CHC,CIN,0.56698148
2019/8/10,MIL,TEX,3,2,MIL,TEX,TEX,MIL,0.547855375
2019/8/10,MIN,CLE,4,1,MIN,CLE,CLE,MIN,0.555809704
2019/8/10,NYM,WSN,4,3,NYM,WSN,WSN,NYM,0.557653344
2019/8/10,STL,PIT,3,1,STL,PIT,STL,PIT,0.539759184
2019/8/10,SDP,COL,8,5,SDP,COL,COL,SDP,0.585169276
2019/8/10,LAD,ARI,4,0,LAD,ARI,LAD,ARI,0.508664162
2019/8/10,SEA,TBR,4,5,TBR,SEA,TBR,SEA,0.59848216
2019/8/11,BAL,HOU,8,7,BAL,HOU,BAL,HOU,0.514440295
2019/8/11,BOS,LAA,4,5,LAA,BOS,LAA,BOS,0.510987709
2019/8/11,TOR,NYY,0,1,NYY,TOR,NYY,TOR,0.611340429
2019/8/11,CIN,CHC,3,6,CHC,CIN,CHC,CIN,0.56698148
2019/8/11,DET,KCR,2,10,KCR,DET,DET,KCR,0.502847345
2019/8/11,MIA,ATL,4,5,ATL,MIA,ATL,MIA,0.57929469
2019/8/11,NYM,WSN,4,7,WSN,NYM,WSN,NYM,0.557653344
2019/8/11,CHW,OAK,0,2,OAK,CHW,OAK,CHW,0.600157695
2019/8/11,MIL,TEX,0,1,TEX,MIL,TEX,MIL,0.547855375
2019/8/11,MIN,CLE,3,7,CLE,MIN,CLE,MIN,0.555809704
2019/8/11,STL,PIT,11,9,STL,PIT,STL,PIT,0.539759184
2019/8/11,SDP,COL,3,8,COL,SDP,COL,SDP,0.585169276
2019/8/11,LAD,ARI,9,3,LAD,ARI,LAD,ARI,0.508664162
2019/8/11,SEA,TBR,0,1,TBR,SEA,TBR,SEA,0.59848216
2019/8/11,SFG,PHI,9,6,SFG,PHI,PHI,SFG,0.545604997
2019/8/12,NYY,BAL,8,5,NYY,BAL,NYY,BAL,0.564288448
2019/8/12,CLE,BOS,6,5,CLE,BOS,BOS,CLE,0.57984195
2019/8/12,NYY,BAL,11,8,NYY,BAL,NYY,BAL,0.564288448
2019/8/12,WSN,CIN,7,6,WSN,CIN,CIN,WSN,0.517067512
2019/8/12,TOR,TEX,19,4,TOR,TEX,TEX,TOR,0.563134916
2019/8/12,COL,ARI,6,8,ARI,COL,ARI,COL,0.550177568
2019/8/12,LAA,PIT,2,10,PIT,LAA,LAA,PIT,0.561383371
2019/8/12,SDP,TBR,4,10,TBR,SDP,TBR,SDP,0.650023733
2019/8/13,CHW,HOU,2,6,HOU,CHW,HOU,CHW,0.514796886
2019/8/13,NYY,BAL,8,3,NYY,BAL,NYY,BAL,0.564288448
2019/8/13,PHI,CHC,4,2,PHI,CHC,CHC,PHI,0.526622861
2019/8/13,WSN,CIN,3,1,WSN,CIN,CIN,WSN,0.517067512
2019/8/13,TOR,TEX,3,0,TOR,TEX,TEX,TOR,0.563134916
2019/8/13,CLE,BOS,6,7,BOS,CLE,BOS,CLE,0.57984195
2019/8/13,DET,SEA,6,11,SEA,DET,DET,SEA,0.505818012
2019/8/13,MIA,LAD,1,15,LAD,MIA,LAD,MIA,0.603488354
2019/8/13,ATL,NYM,5,3,ATL,NYM,NYM,ATL,0.505163998
2019/8/13,MIL,MIN,5,7,MIN,MIL,MIL,MIN,0.501458286
2019/8/13,KCR,STL,0,2,STL,KCR,STL,KCR,0.577545803
2019/8/13,COL,ARI,3,9,ARI,COL,ARI,COL,0.550177568
2019/8/13,CHW,HOU,4,1,CHW,HOU,HOU,CHW,0.514796886
2019/8/13,SFG,OAK,3,2,SFG,OAK,OAK,SFG,0.588229539
2019/8/13,LAA,PIT,7,10,PIT,LAA,LAA,PIT,0.561383371
2019/8/13,SDP,TBR,5,7,TBR,SDP,TBR,SDP,0.650023733
2019/8/14,TOR,TEX,3,7,TEX,TOR,TEX,TOR,0.563134916
2019/8/14,NYY,BAL,6,5,NYY,BAL,NYY,BAL,0.564288448
2019/8/14,CLE,BOS,1,5,BOS,CLE,BOS,CLE,0.57984195
2019/8/14,CHW,HOU,13,9,CHW,HOU,HOU,CHW,0.514796886
2019/8/14,MIL,MIN,6,5,MIL,MIN,MIL,MIN,0.501458286
2019/8/14,COL,ARI,7,6,COL,ARI,ARI,COL,0.550177568
2019/8/14,SDP,TBR,7,2,SDP,TBR,TBR,SDP,0.650023733
2019/8/14,SFG,OAK,5,9,OAK,SFG,OAK,SFG,0.588229539
2019/8/14,WSN,CIN,17,7,WSN,CIN,CIN,WSN,0.517067512
2019/8/14,PHI,CHC,11,1,PHI,CHC,CHC,PHI,0.526622861
2019/8/14,DET,SEA,3,2,DET,SEA,DET,SEA,0.505818012
2019/8/14,MIA,LAD,1,9,LAD,MIA,LAD,MIA,0.603488354
2019/8/14,ATL,NYM,6,4,ATL,NYM,NYM,ATL,0.505163998
2019/8/14,LAA,PIT,7,4,LAA,PIT,LAA,PIT,0.561383371
2019/8/14,KCR,STL,0,6,STL,KCR,STL,KCR,0.577545803
2019/8/15,DET,SEA,2,7,SEA,DET,DET,SEA,0.505818012
2019/8/15,MIA,LAD,13,7,MIA,LAD,LAD,MIA,0.603488354
2019/8/15,NYY,CLE,5,19,CLE,NYY,NYY,CLE,0.53087607
2019/8/15,PHI,CHC,7,5,PHI,CHC,CHC,PHI,0.526622861
2019/8/15,CIN,STL,2,1,CIN,STL,STL,CIN,0.585844817
2019/8/15,ATL,NYM,8,10,NYM,ATL,NYM,ATL,0.505163998
2019/8/15,TEX,MIN,6,13,MIN,TEX,MIN,TEX,0.507004926
2019/8/15,ARI,SFG,0,7,SFG,ARI,SFG,ARI,0.547430887
2019/8/15,LAA,CHW,8,7,LAA,CHW,LAA,CHW,0.558822654
2019/8/15,OAK,HOU,7,6,OAK,HOU,OAK,HOU,0.538210506
2019/8/16,NYY,CLE,3,2,NYY,CLE,NYY,CLE,0.53087607
2019/8/16,PHI,SDP,8,4,PHI,SDP,PHI,SDP,0.504390981
2019/8/16,PIT,CHC,3,2,PIT,CHC,CHC,PIT,0.546464849
2019/8/16,WSN,MIL,2,1,WSN,MIL,MIL,WSN,0.57003421
2019/8/16,TOR,SEA,7,3,TOR,SEA,SEA,TOR,0.503147218
2019/8/16,BOS,BAL,9,1,BOS,BAL,BOS,BAL,0.527597615
2019/8/16,CIN,STL,4,13,STL,CIN,STL,CIN,0.585844817
2019/8/16,TBR,DET,0,2,DET,TBR,TBR,DET,0.512818203
2019/8/16,ATL,LAD,3,8,LAD,ATL,LAD,ATL,0.5595471
2019/8/16,TEX,MIN,3,4,MIN,TEX,MIN,TEX,0.507004926
2019/8/16,KCR,NYM,4,1,KCR,NYM,NYM,KCR,0.544988434
2019/8/16,COL,MIA,3,0,COL,MIA,MIA,COL,0.535516132
2019/8/16,ARI,SFG,9,10,SFG,ARI,SFG,ARI,0.547430887
2019/8/16,LAA,CHW,2,7,CHW,LAA,LAA,CHW,0.558822654
2019/8/16,OAK,HOU,3,2,OAK,HOU,OAK,HOU,0.538210506
2019/8/17,NYY,CLE,6,5,NYY,CLE,NYY,CLE,0.53087607
2019/8/17,PIT,CHC,0,2,CHC,PIT,CHC,PIT,0.546464849
2019/8/17,TOR,SEA,3,4,SEA,TOR,SEA,TOR,0.503147218
2019/8/17,OAK,HOU,8,4,OAK,HOU,OAK,HOU,0.538210506
2019/8/17,TBR,DET,1,0,TBR,DET,TBR,DET,0.512818203
2019/8/17,CIN,STL,6,1,CIN,STL,STL,CIN,0.585844817
2019/8/17,PHI,SDP,3,5,SDP,PHI,PHI,SDP,0.504390981
2019/8/17,WSN,MIL,14,15,MIL,WSN,MIL,WSN,0.57003421
2019/8/17,BOS,BAL,4,0,BOS,BAL,BOS,BAL,0.527597615
2019/8/17,KCR,NYM,1,4,NYM,KCR,NYM,KCR,0.544988434
2019/8/17,ATL,LAD,4,3,ATL,LAD,LAD,ATL,0.5595471
2019/8/17,TEX,MIN,7,12,MIN,TEX,MIN,TEX,0.507004926
2019/8/17,ARI,SFG,6,11,SFG,ARI,SFG,ARI,0.547430887
2019/8/17,COL,MIA,11,4,COL,MIA,MIA,COL,0.535516132
2019/8/17,LAA,CHW,6,5,LAA,CHW,LAA,CHW,0.558822654
2019/8/18,BOS,BAL,13,7,BOS,BAL,BOS,BAL,0.527597615
2019/8/18,NYY,CLE,4,8,CLE,NYY,NYY,CLE,0.53087607
2019/8/18,PHI,SDP,2,3,SDP,PHI,PHI,SDP,0.504390981
2019/8/18,TOR,SEA,0,7,SEA,TOR,SEA,TOR,0.503147218
2019/8/18,CIN,STL,4,5,STL,CIN,STL,CIN,0.585844817
2019/8/18,TBR,DET,5,4,TBR,DET,TBR,DET,0.512818203
2019/8/18,ATL,LAD,5,3,ATL,LAD,LAD,ATL,0.5595471
2019/8/18,WSN,MIL,16,8,WSN,MIL,MIL,WSN,0.57003421
2019/8/18,KCR,NYM,5,11,NYM,KCR,NYM,KCR,0.544988434
2019/8/18,TEX,MIN,3,6,MIN,TEX,MIN,TEX,0.507004926
2019/8/18,COL,MIA,7,6,COL,MIA,MIA,COL,0.535516132
2019/8/18,LAA,CHW,9,2,LAA,CHW,LAA,CHW,0.558822654
2019/8/18,OAK,HOU,1,4,HOU,OAK,OAK,HOU,0.538210506
2019/8/18,ARI,SFG,6,1,ARI,SFG,SFG,ARI,0.547430887
2019/8/18,PIT,CHC,1,7,CHC,PIT,CHC,PIT,0.546464849
2019/8/19,BAL,KCR,4,5,KCR,BAL,KCR,BAL,0.511795838
2019/8/19,PIT,WSN,0,13,WSN,PIT,WSN,PIT,0.558680099
2019/8/19,CIN,SDP,2,3,SDP,CIN,SDP,CIN,0.536283487
2019/8/19,TBR,SEA,3,9,SEA,TBR,TBR,SEA,0.532064036
2019/8/19,STL,MIL,3,0,STL,MIL,MIL,STL,0.520462209
2019/8/19,TEX,LAA,8,7,TEX,LAA,LAA,TEX,0.535926199
2019/8/19,HOU,DET,5,4,HOU,DET,DET,HOU,0.530196025
2019/8/19,MIN,CHW,4,6,CHW,MIN,CHW,MIN,0.526281246
2019/8/19,ARI,COL,5,3,ARI,COL,COL,ARI,0.537068015
2019/8/20,TEX,LAA,1,5,LAA,TEX,LAA,TEX,0.535926199
2019/8/20,BAL,KCR,4,1,BAL,KCR,KCR,BAL,0.511795838
2019/8/20,PIT,WSN,4,1,PIT,WSN,WSN,PIT,0.558680099
2019/8/20,BOS,PHI,2,3,PHI,BOS,BOS,PHI,0.508831073
2019/8/20,CIN,SDP,3,2,CIN,SDP,SDP,CIN,0.536283487
2019/8/20,NYM,CLE,9,2,NYM,CLE,CLE,NYM,0.548482191
2019/8/20,TBR,SEA,4,7,SEA,TBR,TBR,SEA,0.532064036
2019/8/20,ATL,MIA,5,1,ATL,MIA,ATL,MIA,0.527046072
2019/8/20,STL,MIL,9,4,STL,MIL,MIL,STL,0.520462209
2019/8/20,CHC,SFG,5,3,CHC,SFG,SFG,CHC,0.512508472
2019/8/20,TEX,LAA,3,2,TEX,LAA,LAA,TEX,0.535926199
2019/8/20,HOU,DET,6,3,HOU,DET,DET,HOU,0.530196025
2019/8/20,MIN,CHW,14,4,MIN,CHW,CHW,MIN,0.526281246
2019/8/20,ARI,COL,8,7,ARI,COL,COL,ARI,0.537068015
2019/8/20,OAK,NYY,6,2,OAK,NYY,NYY,OAK,0.593946966
2019/8/20,LAD,TOR,16,3,LAD,TOR,TOR,LAD,0.536035435
2019/8/21,CIN,SDP,4,2,CIN,SDP,SDP,CIN,0.536283487
2019/8/21,MIN,CHW,0,4,CHW,MIN,CHW,MIN,0.526281246
2019/8/21,TBR,SEA,7,6,TBR,SEA,TBR,SEA,0.532064036
2019/8/21,ARI,COL,2,7,COL,ARI,COL,ARI,0.537068015
2019/8/21,BAL,KCR,8,1,BAL,KCR,KCR,BAL,0.511795838
2019/8/21,PIT,WSN,1,11,WSN,PIT,WSN,PIT,0.558680099
2019/8/21,TEX,LAA,8,7,TEX,LAA,LAA,TEX,0.535926199
2019/8/21,BOS,PHI,2,5,PHI,BOS,BOS,PHI,0.508831073
2019/8/21,NYM,CLE,4,3,NYM,CLE,CLE,NYM,0.548482191
2019/8/21,ATL,MIA,5,0,ATL,MIA,ATL,MIA,0.527046072
2019/8/21,STL,MIL,3,5,MIL,STL,MIL,STL,0.520462209
2019/8/21,CHC,SFG,12,11,CHC,SFG,SFG,CHC,0.512508472
2019/8/21,HOU,DET,1,2,DET,HOU,DET,HOU,0.530196025
2019/8/21,OAK,NYY,6,4,OAK,NYY,NYY,OAK,0.593946966
2019/8/21,LAD,TOR,2,1,LAD,TOR,TOR,LAD,0.536035435
2019/8/22,CHC,SFG,1,0,CHC,SFG,SFG,CHC,0.512508472
2019/8/22,BAL,TBR,2,5,TBR,BAL,TBR,BAL,0.587271299
2019/8/22,PIT,WSN,1,7,WSN,PIT,WSN,PIT,0.558680099
2019/8/22,NYM,CLE,2,0,NYM,CLE,CLE,NYM,0.548482191
2019/8/22,ATL,MIA,3,2,ATL,MIA,ATL,MIA,0.527046072
2019/8/22,STL,COL,6,5,STL,COL,STL,COL,0.531859705
2019/8/22,CHW,TEX,6,1,CHW,TEX,TEX,CHW,0.597148152
2019/8/22,HOU,DET,6,3,HOU,DET,DET,HOU,0.530196025
2019/8/22,OAK,NYY,5,3,OAK,NYY,NYY,OAK,0.593946966
2019/8/22,LAD,TOR,3,2,LAD,TOR,TOR,LAD,0.536035435
2019/8/23,CHC,WSN,3,9,WSN,CHC,WSN,CHC,0.535684073
2019/8/23,BAL,TBR,1,7,TBR,BAL,TBR,BAL,0.587271299
2019/8/23,PIT,CIN,3,2,PIT,CIN,CIN,PIT,0.52421429
2019/8/23,CLE,KCR,4,1,CLE,KCR,CLE,KCR,0.504375784
2019/8/23,MIA,PHI,19,11,MIA,PHI,PHI,MIA,0.552037949
2019/8/23,NYM,ATL,1,2,ATL,NYM,ATL,NYM,0.561133049
2019/8/23,CHW,TEX,8,3,CHW,TEX,TEX,CHW,0.597148152
2019/8/23,HOU,LAA,5,4,HOU,LAA,LAA,HOU,0.55062039
2019/8/23,MIL,ARI,6,1,MIL,ARI,MIL,ARI,0.511649103
2019/8/23,MIN,DET,6,9,DET,MIN,DET,MIN,0.540278466
2019/8/23,STL,COL,8,3,STL,COL,STL,COL,0.531859705
2019/8/23,LAD,NYY,2,10,NYY,LAD,NYY,LAD,0.599410461
2019/8/23,SDP,BOS,0,11,BOS,SDP,BOS,SDP,0.65774639
2019/8/23,SEA,TOR,7,4,SEA,TOR,TOR,SEA,0.565496657
2019/8/24,CHC,WSN,2,7,WSN,CHC,WSN,CHC,0.535684073
2019/8/24,LAD,NYY,2,1,LAD,NYY,NYY,LAD,0.599410461
2019/8/24,MIA,PHI,3,9,PHI,MIA,PHI,MIA,0.552037949
2019/8/24,BAL,TBR,7,1,BAL,TBR,TBR,BAL,0.587271299
2019/8/24,PIT,CIN,14,0,PIT,CIN,CIN,PIT,0.52421429
2019/8/24,CHW,TEX,0,4,TEX,CHW,TEX,CHW,0.597148152
2019/8/24,CLE,KCR,4,2,CLE,KCR,CLE,KCR,0.504375784
2019/8/24,HOU,LAA,5,2,HOU,LAA,LAA,HOU,0.55062039
2019/8/24,MIL,ARI,4,0,MIL,ARI,MIL,ARI,0.511649103
2019/8/24,MIN,DET,8,5,MIN,DET,DET,MIN,0.540278466
2019/8/24,NYM,ATL,5,9,ATL,NYM,ATL,NYM,0.561133049
2019/8/24,STL,COL,6,0,STL,COL,STL,COL,0.531859705
2019/8/24,SDP,BOS,4,5,BOS,SDP,BOS,SDP,0.65774639
2019/8/24,OAK,SFG,5,10,SFG,OAK,SFG,OAK,0.505992531
2019/8/24,SEA,TOR,5,7,TOR,SEA,TOR,SEA,0.565496657
2019/8/25,BAL,TBR,8,3,BAL,TBR,TBR,BAL,0.587271299
2019/8/25,CLE,KCR,8,9,KCR,CLE,CLE,KCR,0.504375784
2019/8/25,MIA,PHI,3,2,MIA,PHI,PHI,MIA,0.552037949
2019/8/25,NYM,ATL,1,2,ATL,NYM,ATL,NYM,0.561133049
2019/8/25,PIT,CIN,9,8,PIT,CIN,CIN,PIT,0.52421429
2019/8/25,CHW,TEX,2,0,CHW,TEX,TEX,CHW,0.597148152
2019/8/25,HOU,LAA,11,2,HOU,LAA,LAA,HOU,0.55062039
2019/8/25,MIL,ARI,2,5,ARI,MIL,MIL,ARI,0.511649103
2019/8/25,MIN,DET,7,4,MIN,DET,DET,MIN,0.540278466
2019/8/25,STL,COL,11,4,STL,COL,STL,COL,0.531859705
2019/8/25,CHC,WSN,5,7,WSN,CHC,WSN,CHC,0.535684073
2019/8/25,OAK,SFG,4,5,SFG,OAK,SFG,OAK,0.505992531
2019/8/25,SDP,BOS,3,1,SDP,BOS,BOS,SDP,0.65774639
2019/8/25,SEA,TOR,3,1,SEA,TOR,TOR,SEA,0.565496657
2019/8/25,LAD,NYY,1,5,NYY,LAD,NYY,LAD,0.599410461
2019/8/26,COL,ATL,3,1,COL,ATL,ATL,COL,0.596228711
2019/8/26,MIL,STL,2,12,STL,MIL,STL,MIL,0.538802539
2019/8/26,PHI,PIT,6,5,PHI,PIT,PHI,PIT,0.502611379
2019/8/26,MIA,CIN,3,6,CIN,MIA,CIN,MIA,0.54162508
2019/8/26,KCR,OAK,4,19,OAK,KCR,OAK,KCR,0.589456475
2019/8/26,SFG,ARI,4,6,ARI,SFG,ARI,SFG,0.526353369
2019/8/26,SEA,NYY,4,5,NYY,SEA,NYY,SEA,0.627642882
2019/8/26,SDP,LAD,4,3,SDP,LAD,LAD,SDP,0.644048036
2019/8/27,PHI,PIT,4,5,PIT,PHI,PHI,PIT,0.502611379
2019/8/27,WSN,BAL,0,2,BAL,WSN,BAL,WSN,0.508784965
2019/8/27,TOR,ATL,3,1,TOR,ATL,ATL,TOR,0.550741796
2019/8/27,DET,CLE,1,10,CLE,DET,CLE,DET,0.529113136
2019/8/27,MIA,CIN,5,8,CIN,MIA,CIN,MIA,0.54162508
2019/8/27,NYM,CHC,2,5,CHC,NYM,CHC,NYM,0.545432798
2019/8/27,MIL,STL,3,6,STL,MIL,STL,MIL,0.538802539
2019/8/27,CHW,MIN,1,3,MIN,CHW,MIN,CHW,0.548782814
2019/8/27,HOU,TBR,15,1,HOU,TBR,TBR,HOU,0.589323828
2019/8/27,KCR,OAK,1,2,OAK,KCR,OAK,KCR,0.589456475
2019/8/27,COL,BOS,6,10,BOS,COL,BOS,COL,0.634183909
2019/8/27,SFG,ARI,2,3,ARI,SFG,ARI,SFG,0.526353369
2019/8/27,LAA,TEX,5,2,LAA,TEX,LAA,TEX,0.503996416
2019/8/27,SDP,LAD,0,9,LAD,SDP,LAD,SDP,0.644048036
2019/8/27,SEA,NYY,0,7,NYY,SEA,NYY,SEA,0.627642882
2019/8/28,MIL,STL,4,1,MIL,STL,STL,MIL,0.538802539
2019/8/28,SEA,NYY,3,7,NYY,SEA,NYY,SEA,0.627642882
2019/8/28,PHI,PIT,12,3,PHI,PIT,PHI,PIT,0.502611379
2019/8/28,WSN,BAL,8,4,WSN,BAL,BAL,WSN,0.508784965
2019/8/28,TOR,ATL,4,9,ATL,TOR,ATL,TOR,0.550741796
2019/8/28,DET,CLE,2,4,CLE,DET,CLE,DET,0.529113136
2019/8/28,MIA,CIN,0,5,CIN,MIA,CIN,MIA,0.54162508
2019/8/28,NYM,CHC,7,10,CHC,NYM,CHC,NYM,0.545432798
2019/8/28,CHW,MIN,2,8,MIN,CHW,MIN,CHW,0.548782814
2019/8/28,HOU,TBR,8,6,HOU,TBR,TBR,HOU,0.589323828
2019/8/28,KCR,OAK,6,4,KCR,OAK,OAK,KCR,0.589456475
2019/8/28,COL,BOS,4,7,BOS,COL,BOS,COL,0.634183909
2019/8/28,SDP,LAD,4,6,LAD,SDP,LAD,SDP,0.644048036
2019/8/28,LAA,TEX,0,3,TEX,LAA,LAA,TEX,0.503996416
2019/8/29,DET,CLE,0,2,CLE,DET,CLE,DET,0.529113136
2019/8/29,KCR,OAK,8,9,OAK,KCR,OAK,KCR,0.589456475
2019/8/29,CHW,MIN,5,10,MIN,CHW,MIN,CHW,0.548782814
2019/8/29,HOU,TBR,8,9,TBR,HOU,TBR,HOU,0.589323828
2019/8/29,MIA,CIN,4,3,MIA,CIN,CIN,MIA,0.54162508
2019/8/29,NYM,CHC,1,4,CHC,NYM,CHC,NYM,0.545432798
2019/8/29,TEX,SEA,3,5,SEA,TEX,TEX,SEA,0.503860385
2019/8/29,COL,PIT,8,11,PIT,COL,PIT,COL,0.552112555
2019/8/29,ARI,LAD,11,5,ARI,LAD,LAD,ARI,0.598084817
2019/8/29,SFG,SDP,3,5,SDP,SFG,SDP,SFG,0.526528637
2019/8/30,CHC,MIL,7,1,CHC,MIL,MIL,CHC,0.554235645
2019/8/30,NYY,OAK,2,8,OAK,NYY,NYY,OAK,0.50242186
2019/8/30,PHI,NYM,5,11,NYM,PHI,NYM,PHI,0.51289597
2019/8/30,WSN,MIA,7,6,WSN,MIA,WSN,MIA,0.506545336
2019/8/30,TOR,HOU,4,7,HOU,TOR,TOR,HOU,0.52011332
2019/8/30,TBR,CLE,4,0,TBR,CLE,CLE,TBR,0.502856249
2019/8/30,DET,MIN,5,13,MIN,DET,MIN,DET,0.5050474
2019/8/30,ATL,CHW,10,7,ATL,CHW,ATL,CHW,0.507747166
2019/8/30,TEX,SEA,6,3,TEX,SEA,TEX,SEA,0.503860385
2019/8/30,KCR,BAL,2,14,BAL,KCR,BAL,KCR,0.528175455
2019/8/30,COL,PIT,4,9,PIT,COL,PIT,COL,0.552112555
2019/8/30,ARI,LAD,5,4,ARI,LAD,LAD,ARI,0.598084817
2019/8/30,LAA,BOS,6,7,BOS,LAA,BOS,LAA,0.523537591
2019/8/30,SFG,SDP,8,3,SFG,SDP,SDP,SFG,0.526528637
2019/8/31,NYY,OAK,4,3,NYY,OAK,NYY,OAK,0.50242186
2019/8/31,STL,CIN,10,6,STL,CIN,STL,CIN,0.532902278
2019/8/31,CHC,MIL,0,2,MIL,CHC,MIL,CHC,0.554235645
2019/8/31,TOR,HOU,6,4,TOR,HOU,TOR,HOU,0.52011332
2019/8/31,PHI,NYM,3,6,NYM,PHI,NYM,PHI,0.51289597
2019/8/31,DET,MIN,10,7,DET,MIN,MIN,DET,0.5050474
2019/8/31,TBR,CLE,9,6,TBR,CLE,CLE,TBR,0.502856249
2019/8/31,WSN,MIA,7,0,WSN,MIA,WSN,MIA,0.506545336
2019/8/31,KCR,BAL,7,5,KCR,BAL,BAL,KCR,0.528175455
2019/8/31,STL,CIN,3,2,STL,CIN,STL,CIN,0.532902278
2019/8/31,ATL,CHW,11,5,ATL,CHW,ATL,CHW,0.507747166
2019/8/31,TEX,SEA,3,2,TEX,SEA,TEX,SEA,0.503860385
2019/8/31,ARI,LAD,6,5,ARI,LAD,LAD,ARI,0.598084817
2019/8/31,COL,PIT,4,11,PIT,COL,PIT,COL,0.552112555
2019/8/31,SFG,SDP,1,4,SDP,SFG,SDP,SFG,0.526528637
2019/8/31,LAA,BOS,10,4,LAA,BOS,BOS,LAA,0.523537591
2019/9/1,NYY,OAK,5,4,NYY,OAK,NYY,OAK,0.50242186
2019/9/1,STL,CIN,4,3,STL,CIN,STL,CIN,0.532902278
2019/9/1,TOR,HOU,0,2,HOU,TOR,TOR,HOU,0.52011332
2019/9/1,DET,MIN,3,8,MIN,DET,MIN,DET,0.5050474
2019/9/1,TBR,CLE,8,2,TBR,CLE,CLE,TBR,0.502856249
2019/9/1,WSN,MIA,9,3,WSN,MIA,WSN,MIA,0.506545336
2019/9/1,KCR,BAL,6,4,KCR,BAL,BAL,KCR,0.528175455
2019/9/1,CHC,MIL,0,4,MIL,CHC,MIL,CHC,0.554235645
2019/9/1,TEX,SEA,3,11,SEA,TEX,TEX,SEA,0.503860385
2019/9/1,COL,PIT,2,6,PIT,COL,PIT,COL,0.552112555
2019/9/1,SFG,SDP,4,8,SDP,SFG,SDP,SFG,0.526528637
2019/9/1,LAA,BOS,3,4,BOS,LAA,BOS,LAA,0.523537591
2019/9/1,ARI,LAD,3,4,LAD,ARI,LAD,ARI,0.598084817
2019/9/1,ATL,CHW,5,3,ATL,CHW,ATL,CHW,0.507747166
2019/9/1,PHI,NYM,5,2,PHI,NYM,NYM,PHI,0.51289597
2019/9/1,STL,CIN,3,5,CIN,STL,STL,CIN,0.532902278
2019/9/2,NYY,TEX,0,7,TEX,NYY,NYY,TEX,0.505553111
2019/9/2,WSN,NYM,3,7,NYM,WSN,NYM,WSN,0.525668383
2019/9/2,DET,MIN,3,4,MIN,DET,MIN,DET,0.5050474
2019/9/2,TBR,BAL,5,4,TBR,BAL,TBR,BAL,0.530835408
2019/9/2,ATL,TOR,6,3,ATL,TOR,TOR,ATL,0.532416017
2019/9/2,CIN,PHI,1,7,PHI,CIN,PHI,CIN,0.555298767
2019/9/2,STL,SFG,3,1,STL,SFG,STL,SFG,0.521451969
2019/9/2,CHC,SEA,5,1,CHC,SEA,CHC,SEA,0.508494633
2019/9/2,MIL,HOU,2,3,HOU,MIL,MIL,HOU,0.535535561
2019/9/2,ARI,SDP,14,7,ARI,SDP,SDP,ARI,0.527388641
2019/9/2,CLE,CHW,11,3,CLE,CHW,CLE,CHW,0.502120142
2019/9/2,LAD,COL,16,9,LAD,COL,COL,LAD,0.501230793
2019/9/3,TBR,BAL,2,4,BAL,TBR,TBR,BAL,0.530835408
2019/9/3,NYY,TEX,10,1,NYY,TEX,NYY,TEX,0.505553111
2019/9/3,CIN,PHI,2,6,PHI,CIN,PHI,CIN,0.555298767
2019/9/3,TBR,BAL,2,0,TBR,BAL,TBR,BAL,0.530835408
2019/9/3,PIT,MIA,4,5,MIA,PIT,MIA,PIT,0.500613391
